Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
77804cd8-e623-4def-802e,2024-01-05,7:16 AM,Online,Credit Card  ,,Standard,Anytime,25.0,london paddington  ,Reading,2024-01-05,07:45:00,8:45 AM,08:45:00, On Time,,false
d224b5d3-27ab-434a-a71e,2024-02-07,23:29:34,ONLINE,Contactless,,Standrd,Advance  ,-7.0,london euston  , Birmingham New Street,2024-02-23,21:45:00,23:05:00,None,On-Time,,0
200c6f41-dff8-4075-a5a3,09/01/2024,17:24:13,Online,CREDIT CARD,Adult,Standard,Advance,5.0,London St Pancras,Birmingham New Street,10/01/2024,15:45:00,17:05:00,17:05:00,On-Time,,0
ac85fd97-b13f-4a98-951e,06/04/2024,14:11:08, Online,Credit Card,Disabled,Standrd,Off-Peak,£7.00,London Euston,Birmingham New Street,06-04-2024,15:30:00,16:50:00,,CANCELLED,Technical Issue,None
c742fc99-f70e-4861-8fd5,2024-03-25,17:44:24,Station,Credit Card,Adult,1st Class,Advance,35.0,London Euston,Birmingham New Street,26/03/2024,4:00 PM,17:20:00,17:20:00,On Time  ,,no
2ecf7a17-ff94-4d37-9101,2024-03-17,07:46:43,Station,CREDIT CARD  ,,Standard,Off-Peak,5.0,Liverpool Lime Street,manchester piccadilly,2024-03-17,09:15:00,09:45:00,9:45 AM,On Time,,N
fc320530-03ce-474c-ab58,01/29/2024,09:40:40,Online,Contact less,,Standard  ,Off-Peak,5.0,manchester piccadilly  ,Sheffield,2024-01-29,11:00 AM,11:45 AM,11:45:00,On Time,-,no
ef8bc028-4628-48ea-99be,2024-04-17,07:31:48,Online,Contactless,,Standard,Off-Peak,£4.00,Manchester Piccadilly,liverpool lime street,2024-04-17,09:00:00,09:30:00,09:30:00,On-Time,,no
ED191028-4A46-44CD-98F8,11-04-2024,1:15 AM,Online  ,Credit Card,Senior,Std,Advance,4.0,London Euston  ,Birmingham New Street,2024-04-12,23:45:00,1:05 AM,01:05:00,On Time  ,,no
17f312a5-823e-43b4-a3fe,13-01-2024,17:17:31, Online,Credit Crad,, Standard,off-peak,10.0,Birmingham New Street  ,Nuneaton,2024/01/13,18:45:00,19:05:00,19:05:00,On Time,,false
21f58485-9d48-42f4-afaf,2024-03-04,12:08:49,Station,Contactless,,Standard,Advance  ,7.0,London Euston,Birmingham New Street,2024-03-05,10:30:00,11:50:00,,CANCELLED, Traffic,No
e26f0558-84f9-48fb-b344,2024/04/14,07:47:30,ONLINE,Contactless, Senior,Standard,Off-Peak,£3.00,Manchester Piccadilly,Liverpool Lime Street  ,2024-04-14,09:15:00,09:45:00,09:45:00,on time,,no
dca4239b-5ecf-42c5-b344,2024-04-10,22:35:59,Online,Contactless,,Std,Advance  ,7.0,London Euston  , Birmingham New Street,11/04/2024,21:00:00,22:20:00,22:20:00,On Time,,No
cc3f5c46-c5fe-46f2-a991,02/03/2024,21:48:07,station  ,Credit Card,Adult  ,Standard,Advance,NULL, Oxford,bristol temple meads,"February 15, 2024",20:15:00,21:30:00,21:30:00, On Time,,FALSE
190c6059c2724bbc8906,05-03-2024,9:56 PM,Online, Credit Card,None,Standrd,Advance,2.0,manchester piccadilly,liverpool lime street  ,2024/03/06,20:15:00,8:45 PM,20:45:00,On Time,,N
3d52682f-8b28-4d39-968e,10/02/2024,20:59:48,Station,Contactless,,STANDARD,off-peak,10.0, London Euston,Birmingham New Street,02/10/2024,22:15:00,11:35 PM,23:35:00,On Time,,
1ff2032b-8c32-4c0b-85e4,"February 10, 2024",05:28:10, Online,Contactless  ,,Standrd,Advance,35.0,London Kings Cross  ,York,2024-02-11,03:45:00,05:35:00,05:35:00,OnTime,,No
68b26fe3-2a87-47d5-ba74,2024/03/29,05:07:35,ONLINE,Credit Card  , Disabled,Standard,Anytime,29.0,Birmingham New Street,London St Pancras,2024/03/29,06:30:00,07:50:00,07:50:00, On Time,,0
8e83f267-242a-4cc1-9a33,03/11/2024,07:50:15,Online,Contactless, Disabled,Standard,Off-Peak,8.0,London St Pancras,Birmingham New Street,2024-03-11,09:15:00,10:35:00,10:35:00,ON TIME,,FALSE
90d7bc60-31e9-47d6-8021,13/01/2024,18:24:38,Online  ,Credit Card,,Standard,Off-Peak,2000.0,manchester piccadilly,Liverpool Lime Street,01/13/2024,18:45:00,19:15:00,19:15:00,ON TIME,,no
a64362e1-b6fe-4f25-a92f,13-04-2024,7:48 AM,Online,Debit Card,N/A,Standard,Advance,8.0,LONDON PADDINGTON,Reading,2024-04-14,06:15:00,07:15:00,,cancelled,Staff Shortage,N
fbb8bee6-2b89-4457-9f63,02-01-2024,17:21:32, ONLINE,Credit Card  ,,Standard,Anytime,£10.00, Birmingham New Street, Tamworth  ,02-01-2024,18:45:00,7:05 PM,19:05:00,On Time,,false
d4bcc214-7556-4d20-b5ff,"March 25, 2024",3:58 PM,Station,CONTACTLESS,,Standard  ,advance,13.0, london paddington,Reading  ,03/26/2024,14:15:00,15:15:00,15:15:00,OnTime,,No
ad0f9779-f0b4-49de-ae13,2024/01/28,6:42 AM,Online,,Disabled,Standard  ,Off-Peak,NULL,London Euston,Manchester Piccadilly  ,2024/01/28,08:00:00,09:50:00,9:50 AM,On Time,,false
c9ca6a86-76f4-42c1-93b6,2024-03-07,04:59:50,Online,Debit Card,senior,standard,Anytime,,London Paddington,Reading,07-03-2024,06:15:00,7:15 AM,7:15 AM,On Time,,false
0c129f4a-9728-4698-bd17,2024/01/27,17:49:28, Station,Contactless,ADULT,STANDARD  ,advance,N/A,London Paddington,Reading  ,2024/01/28,4:15 PM,17:15:00,17:15:00,On Time,,no
369F2329-B8E2-4606-AB88,2024-04-17,19:28:28,Online,Credit Card,SENIOR,Standard,Advance,£2.00,Manchester Piccadilly,Liverpool Lime Street,2024-04-18,18:45:00,19:15:00,19:15:00,On Time,,N/A
906e126f-8ce6-416c-b411,02/20/2024,5:12 AM,online, Credit Card,DISABLED,standard, Anytime,29.00 GBP,Birmingham New Street,London St Pancras,02/20/2024,6:30 AM,07:50:00,07:50:00,On Time,,N
69cdb563-810a-4b8f-ab86,2024/03/28,02:46:21, Station,Contact less,N/A,Standard,Off-Peak,7.0, London Euston,Birmingham New Street,03/28/2024,04:15:00,5:35 AM,05:35:00,On-Time,,N
901fc8c1-f43c-43e3-97fe,23-02-2024,09:19:33,Station  ,Contact less,, Standard,off-peak,5.0, liverpool lime street  , manchester piccadilly,23/02/2024,09:45:00,10:15:00,,On Time,,FALSE
49321a03-8066-4c54-a5a5,2024-01-14,14:26:59,Online,Credit Card,Disabled,Std,OFF-PEAK,7.0,london euston  ,Birmingham New Street,2024/01/14,15:45:00,5:05 PM,,Cancelled,Technical Issue,0
6e1e814b-bbc9-40fb-94d6,2024-02-22,10:43:01,Online,Contact less,,standard,Advance  ,3.0,Manchester Piccadilly,LIVERPOOL LIME STREET,2024-02-23,09:00:00,09:30:00,09:30:00,On Time  ,,N
94104b6d-3322-4494-b04b,2024-03-02,17:26:40,online,Credit Card,,standard, Off-Peak,10.0,Birmingham New Street,Nuneaton  ,2024/03/02,18:45:00,19:05:00,19:05:00,On Time  ,,0
d94d7470-a0a2-4472-b044,18-03-2024,17:25:17,Online,Debit Crad,Senior  ,Standard,ANYTIME,5.00 GBP,Reading,Didcot,2024-03-18,18:45:00,19:00:00,7:00 PM,ON TIME  ,,0
9fccb8d4-1bea-4421-b146,28-03-2024,18:06:27, Station,CREDIT CARD,Adult  ,standard  ,Advance,4.0,Birmingham New Street,Liverpool Lime Street,29-03-2024,4:30 PM,6:00 PM,6:00 PM,On Time,,FALSE
5616c280-9e60-4b9e-b6d8,2024-02-09,14:24:48,Online, credit card,Disabled,Standard,Off-Peak,£7.00,London Euston,Birmingham New Street,2024-02-09,15:45:00,17:05:00,17:05:00,On Time,,No
a38a9226-5774-4ce7-8e31,"February 10, 2024",7:26 PM,Online,Credit Crad,Senior,Standard,Advance,16.0,LONDON ST PANCRAS,Leicester,2024/02/13,18:45:00,7:45 PM,19:45:00, On Time  ,,0
210fad22-39c0-4ba8-b44a,2024-03-19,4:47 AM, Online,Credit Card,Senior,Std,Anytime  ,3.0,Manchester Piccadilly,Liverpool Lime Street,03/19/2024,06:15:00,6:45 AM,06:45:00, On Time  ,,No
25c28970-b884-4c21-a231,04/18/2024,2:38 PM,STATION,Creditcard,ADULT,Std,Anytime,9.0,London Euston  ,Birmingham New Street,2024-04-18,4:00 PM,17:20:00,17:20:00,OnTime,-,false
ebeeb76c-8982-4cca-889f,2024-03-26,05:12:09,Online,debit card,,Standard, Anytime  ,143.0,London Euston,Manchester Piccadilly,26/03/2024,6:30 AM,08:20:00,8:20 AM,On Time,,no
6cbb2e1fb0f34409a694,"January 23, 2024",04:31:46,Online,Credit Card,Adult,Standard,advance,51.0,Liverpool Lime Street,London Paddington,2024-01-24,03:00:00,5:30 AM,05:47:00, Delayed  ,Staff Shortage,Y
2f2dc6a5-6e24-4f0b-8ed0,14/04/2024,01:06:18,Online,CC,,Standard  ,Off-Peak,5.0,Liverpool Lime Street,Manchester Piccadilly  ,2024-04-14,11:30 PM,00:00:00,n/a,ON TIME,,N
02197c13-e637-4fc2-8a75,04/20/2024,05:25:23,Station,n/a,ADULT,Standard, OFF-PEAK,35.0,London Kings Cross, York  ,2024-04-20,06:45:00,08:35:00,08:35:00,OnTime,n/a,FALSE
330b898ccf204fff92f1,2024/02/19,15:11:03,Station,Contact less,Senior,Std,ADVANCE,2.0,Manchester Piccadilly,LIVERPOOL LIME STREET,2024-02-26,1:30 PM,14:00:00,14:00:00,ON TIME,,FALSE
99123c49-0131-4cf9-a2a5,2024-02-20,04:47:39,Online, Credit Card  ,Senior  ,Standard,Anytime,£3.00,Manchester Piccadilly,liverpool lime street,20/02/2024,06:15:00,06:45:00,6:45 AM,on time,n/a,false
CB3920CE-554A-4222-85BB,01/18/2024,17:19:49, Online,Credit Crad,None,standard,anytime,11.0,Liverpool Lime Street,Crewe  ,2024-01-18,18:45:00,7:20 PM,7:20 PM,ON TIME,,N
25be6b35-c729-46b0-a224,09-02-2024,18:37:21,STATION  ,Credit Card,,Standrd,off-peak,12.0,London St Pancras,Birmingham New Street,09-02-2024,20:00:00,21:20:00,9:20 PM,On Time,,false
fd48ec8a28114378b4ae,09-03-2024,12:07:43,Station,credit card,,STANDARD,Off-Peak,53.0,London Kings Cross  ,york  ,2024-03-09,1:30 PM,15:20:00,3:20 PM,on time,,0
2f1a41d4-130c-46d0-a8af,01/20/2024,2:53 PM,Online,Contactless,,Std, off-peak  ,£11.00,BIRMINGHAM NEW STREET  ,Manchester Piccadilly,20/01/2024,16:15:00,17:35:00,17:35:00,On Time,,false
d8dbf7bb-4510-478d-b837,2024-02-19,7:47 AM,Online, DEBIT CARD, senior,Standard,advance,3.0,Reading,Didcot,2024-02-27,6:15 AM,06:30:00,, Cancelled,-,true
b8613db0-19d9-45a7-abb0,2024-03-20,12:34 AM,Station,CREDIT CARD,,standard,OFF-PEAK,5.0,liverpool lime street  ,Manchester Piccadilly,"March 20, 2024",02:00:00,02:30:00,02:30:00,on time,,No
c305530e-8c85-43b1-b1f3,2024-01-24,05:51:25,Station,CONTACTLESS,Adult, Standard, Advance,4.0,London Euston,Birmingham New Street,"January 25, 2024",04:15:00,05:35:00,,On-Time,,no
E214BF2D342B42E09E14,2024-03-31,14:53:06,Online,Contactless,Adult  ,Standard,Off-Peak,2.0,Manchester Piccadilly  ,Liverpool Lime Street,2024/03/31,16:15:00,16:45:00,16:45:00,On Time,,No
56babf20-9f87-4bf9-848f,"March 26, 2024",12:14 AM,STATION,Credit Card,ADULT,STANDARD  ,Advance,56.0,Manchester Piccadilly,london euston,27-03-2024,10:30 PM,12:20 AM,00:20:00,On Time,,false
3116b006-823f-4bcc-b014,04/29/2024,8:27 PM, station,NULL,Adult, standard, Advance,5.0,london st pancras,Birmingham New Street,2024-04-30,18:45:00,20:05:00,,Cancelled,SIGNAL FAILURE,0
17c10299-3a92-4c84-8869,03/05/2024,5:51 PM,Online,Contactless,Adult,Standard,Advance,None,Manchester Piccadilly,LIVERPOOL LIME STREET  ,06/03/2024,4:15 PM,16:45:00,,ON TIME,,n/a
c0e327d2-07fd-49ba-ac5d,22/04/2024,20:03:13,Station,credit card,,STANDARD,Off-Peak,19.0,London Paddington,Reading,2024-04-22,21:30:00,22:30:00,22:30:00,On Time,,no
25657b1f-05ba-4476-ad9e,2024-04-06,06:30:23,Online,Credit Card,Adult,First Class,Off-Peak,10.0,Manchester Piccadilly,liverpool lime street  ,06/04/2024,08:00:00,08:30:00,08:30:00,On-Time,,FALSE
f2903853-04d7-4ac0-ab5f,2024-02-22,13:17:17,Online, CONTACTLESS,,STANDARD,Advance,8.0,London St Pancras  , birmingham new street,2024-03-01,11:45 AM,1:05 PM,13:05:00,On Time,,N
5f1e5bc1-6419-4d30-a7bf,19-04-2024,5:07 AM,ONLINE  ,-,Disabled,Standard, Anytime  ,43.0,London St Pancras, Wolverhampton,19/04/2024,06:30:00,08:00:00,08:00:00, On Time,,no
0b4c2efc913c4f9889fb,04/23/2024,14:45:51, Online,Credit Crad,, STANDARD,Anytime,6.0, LIVERPOOL LIME STREET,Manchester Piccadilly,2024/04/23,4:15 PM,16:45:00,n/a, On Time,,FALSE
a2a0e51d-180d-4280-a325,2024-03-16,07:50:02,online,Contact less,Adult,FIRST CLASS,Off-Peak,N/A, Manchester Piccadilly,liverpool lime street,16-03-2024,09:15:00,09:45:00,09:45:00,On Time,,no
720D9973-9DE6-40FC-8C77,04/26/2024,09:50:39, Online, Credit Card,Adult,STANDARD,Off-Peak,3.0,Liverpool Lime Street,Manchester Piccadilly,04/26/2024,11:15 AM,11:45 AM,12:26:00,Delyed,Technical Issue,N
f9efc4a8a4c746bdad6d,23-03-2024,20:29:06,Station,Contact less,,standard,Advance,35.0,london kings cross  ,York,03/24/2024,18:45:00,8:35 PM,20:35:00,on time,,FALSE
b74f5449-e6f3-41a6-bc6a,2024/02/11,9:37 AM,STATION  ,Credit Card,,Standard,Advance,76.0,LIVERPOOL LIME STREET,London Euston,12-02-2024,08:00:00,10:15:00,10:15:00, On Time,,N
80a79840-a6da-48ba-99b7,2024/04/23,6:00 AM, Online,NULL,,Standard,anytime,18.0,Reading,swindon,04/23/2024,07:30:00,08:15:00,None, On Time,None,false
5e7f993c-aeb8-4562-9ade,2024-04-07,5:29 PM,online,Contactless,,1st Class,off-peak,41.0,London Paddington,Reading,"April 07, 2024",18:45:00,19:45:00,19:45:00,On Time,,no
8c6fcff1-c400-4429-a1bc,28-01-2024,14:41:10, Station,Credit Card,Adult,Standard  ,Off-Peak,35.0,london kings cross, york,28-01-2024,4:00 PM,17:50:00,17:50:00,On-Time,,false
b6d7ba2375784e019fa6,2024-03-26,01:35:38,Online,Contactless,NULL,Standard  ,Advance,2.0,Manchester Piccadilly,Liverpool Lime Street,2024/03/27,12:00 AM,00:30:00,00:30:00,On Time,,FALSE
fbd4fecc-a617-4534-adc4,2024-04-30,01:50:35,Online,Credit Card,,Std,Off-Peak,,Liverpool Lime Street,manchester piccadilly,2024-04-30,3:15 AM,03:45:00,03:45:00,OnTime,,no
e16e7ad6-ec06-45e9-bc10,2024-01-12,21:26:45, Online,Creditcard,,STANDARD,Advance,3.0,Liverpool Lime Street  ,Manchester Piccadilly,2024/01/13,7:45 PM,8:15 PM,20:15:00,On Time,,false
47f43d71-8282-4d0a-a467,07/01/2024,17:28:57,Station,Contact less,,Standard,Advance,3.0,Manchester Piccadilly,Liverpool Lime Street,08/01/2024,15:45:00,16:15:00,16:15:00,On Time,,false
d22159f5-edfa-4dd7-ab21,18/02/2024,18:32:21,Station,contactless,,Standard, advance,21.0,Birmingham New Street,LONDON EUSTON,02/19/2024,17:00:00,18:20:00,18:20:00,ON TIME  ,,0
56c97765-d9d7-4492-ac8c,2024-03-20,14:38:41,Station  ,,NULL,Standard,Anytime,9.0,London Euston, birmingham new street,2024-03-20,16:00:00,17:20:00,5:20 PM,On Time,,FALSE
9dd9cd96-b9f9-4497-ac2b,13-03-2024,2:37 PM,STATION,Credit Card,,First class ,Anytime,19.0,Manchester Piccadilly,liverpool lime street,13-03-2024,16:00:00,4:30 PM,16:30:00,on time,,No
795376f9-b532-4709-a18d,2024-02-19,12:03 PM,Station  ,Debit Card,Adult  ,Standrd, Advance,7.0,Birmingham New Street,Manchester Piccadilly,28/02/2024,11:15:00,12:35:00,12:52 PM,Delayd,Technical Issue  ,true
d6cb9645-9499-406d-8df1,29/01/2024,07:53:14,online,Creditcard,senior,Standard,Advance,-, Manchester Piccadilly,LIVERPOOL LIME STREET,"January 30, 2024",06:15:00,06:45:00,06:45:00,ON TIME  ,,N/A
10f41afb-726c-4987-8f9d,2024-01-02,8:45 PM, station,-,,Standard,Off-Peak,53.0,London Kings Cross, York,02/01/2024,22:15:00,00:05:00,00:05:00,OnTime,,no
9a44e7ef-d6b2-4882-ad38,12/02/2024,15:15:33,Online,contactless,,Standard, ADVANCE,9.0,LIVERPOOL LIME STREET,Sheffield,13-02-2024,13:45:00,15:00:00,15:00:00,on time,,N
e6d5e108-12f6-4419-90f6,13-03-2024,17:32:33,Station,, Adult,Standard,Advance,4.00 GBP,London Euston,Birmingham New Street,2024/03/14,16:00:00,17:20:00,17:40:00,Delayd, SIGNAL FAILURE,Yes
d54f8ea6-f031-48df-9a5c,2024-03-09,06:35:09,Station,CREDIT CARD,,standard,Off-Peak,113.0,Liverpool Lime Street,london euston,09-03-2024,08:00:00,10:15:00,10:53:00,Delayed,technical issue,no
8a54e940-1905-43d2-8a32,2024-03-08,05:07:54,Station,Credit Card  ,,Standard,ADVANCE,84.0,Manchester Piccadilly,london euston,2024-03-09,03:30:00,05:20:00,05:21:00,Delayed  , Weather Conditions,FALSE
4e8c00e4-9e07-4f1d-a169,2024-03-20,04:59:39,Online,credit card, senior,STANDARD, Anytime,3.0,manchester piccadilly,liverpool lime street,20/03/2024,06:15:00,06:45:00,06:45:00,On Time,,0
CEEB9E7E-4E39-4196-8847,01/31/2024,4:09 PM,Station,Credit Card,,First Class,Anytime,19.0,Manchester Piccadilly, LIVERPOOL LIME STREET,2024-01-31,5:45 PM,18:15:00,19:24:00, delayed,,0
a9f9298e-4f84-49a9-9596,21-01-2024,14:51:00,Online, Credit Card,,Std,OFF-PEAK,53.0,London Kings Cross  ,York  ,21-01-2024,16:15:00,18:05:00,18:05:00,OnTime,,N
0a2c5732-91bc-4a85-8f55,16/03/2024,7:18 AM,Online,NULL,,standard  ,Off-Peak,19.0,London Paddington,Reading,2024-03-16,07:45:00,08:45:00,08:45:00, On Time,,0
88dedf4c-96c4-46aa-a738,14-04-2024,10:53 AM,Station,Debit Card,Adult, Standard,Off-Peak  ,11.0, Birmingham New Street,manchester piccadilly,04/14/2024,11:15 AM,12:35:00,12:47 PM,Delayed  ,Technical Issue,true
0492aa6a-f764-4aa8-8263,03/06/2024,18:45:47,online,Credit Card,,Standard  ,Advance,35.0,LONDON KINGS CROSS,York  ,07-03-2024,5:15 PM,7:05 PM,19:05:00,On Time  ,,0
096688e1-7d09-4e41-8e20,12/02/2024,18:59:23,station,CC,, Standard, Off-Peak,5.0,Manchester Piccadilly,Sheffield,"February 12, 2024",20:15:00,21:00:00,21:00:00,On Time,N/A,0
c2328503-08c5-436d-b050,2024/02/05,12:04:23,online,Credit Card  ,,Standrd,off-peak,10.0, London Euston,Birmingham New Street  ,05/02/2024,1:30 PM,14:50:00,14:50:00, On Time  ,,N
3a65f41c-66ec-4914-9c17,16/04/2024,08:25:17,Station,Credit Card  ,,Standard,Advance  ,3000.0, LIVERPOOL LIME STREET,Manchester Piccadilly,2024-04-17,06:45:00,07:15:00,07:15:00,On Time,,false
80c94ddd-7159-496a-ad9b,2024-04-07,07:37:57,Station,Contactless, Adult,standard,advance  ,11.0,Oxford  ,Bristol Temple Meads  ,2024-04-08,06:00:00,7:15 AM,07:15:00,On Time  ,,No
0f72bce8d611408aa4c1,2024-03-05,7:53 AM,Online,Debit Card,Senior,Standard,Advance,3.0,Reading, didcot,03/06/2024,06:15:00,06:30:00,6:30 AM,On Time,,N
07a66961-93fc-48a0-932a,2024-02-15,6:05 AM,Online  ,Creditcard,,Std,Anytime,70.0,London Kings Cross,york  ,2024-02-15,07:30:00,09:20:00,9:20 AM,On Time,,FALSE
c7cf098f-5c44-43d8-b01a,02/21/2024,20:34:37,STATION,Contactless,,Standard,Off-Peak,12.0, London St Pancras  ,Birmingham New Street,21-02-2024,10:00 PM,23:20:00,23:20:00,On Time,,N
25657B1F-05BA-4476-AD9E,06-04-2024,06:30:23,ONLINE  ,credit card,N/A,1st Class, OFF-PEAK,10.0,Manchester Piccadilly,Liverpool Lime Street,2024-04-06,08:00:00,08:30:00,08:30:00,On-Time,,0
06687a35-7204-48fe-ac0c,2024-04-12,06:43:20,STATION,Credit Card,,STANDARD, Anytime,151.0, LIVERPOOL LIME STREET  ,London Euston,2024/04/12,08:00:00,10:15:00,11:15:00,Delayed,Weather  ,false
0c491d8e-cf61-4fe5-b295,04/07/2024,10:25:19,Online,contactless,-,STANDARD,Advance,£13.00,London Paddington,Reading,2024-04-08,08:45:00,9:45 AM,09:45:00,On Time,,false
7dea49e9-33e4-47ad-9597,03/18/2024,20:15:23,Online,None,,standard,Advance  ,7.0, Birmingham New Street,nuneaton,19/03/2024,6:45 PM,7:05 PM,19:05:00, On Time,,no
8c0eac1d-68f1-4369-aa4e,04/10/2024,7:38 AM,Online,CREDIT CARD,,Standrd,Off-Peak,10.0,London Euston,birmingham new street,"April 10, 2024",09:00:00,10:20:00,10:20:00,On Time,,0
7415bde6-8f5b-4e8d-ae93,03/07/2024,13:23:00,Online  ,Contactless,None,1st Class,Advance,£57.00, london kings cross  ,York,2024-03-08,11:45 AM,13:35:00,13:35:00, On Time,,N
2C76AF33-41D7-46C3-8A7F,25-03-2024,22:49:12, Online,Credit Card,,First Class, Advance,None,LIVERPOOL LIME STREET,Manchester Piccadilly  ,03/26/2024,00:15:00,00:45:00,00:45:00,on time,,0
618abefc-d6ae-4116-9808,13-02-2024,20:16:15,ONLINE,Credit Card,,Std,ADVANCE,8.0,LONDON ST PANCRAS,Birmingham New Street,2024-02-14,18:45:00,20:05:00,20:05:00,OnTime,,no
1110e5a9-4633-44a0-b550,01/24/2024,20:23:31,online,Credit Card,,Standard,Advance,8.0,London St Pancras,BIRMINGHAM NEW STREET,2024/01/25,18:45:00,8:05 PM,20:05:00,On-Time,None,0
058d8f6d-e270-4ec7-9aa7,2024-04-06,03:38:19,Online,CC,adult, Standard,Advance  ,5.0,London St Pancras,Birmingham New Street,07-04-2024,02:00:00,3:20 AM,03:20:00,OnTime,,No
7A23D38D-6EAD-42EE-ABF0,03/26/2024,15:18:05,Online,N/A,,First class ,Advance  ,10.0, Liverpool Lime Street  ,manchester piccadilly  ,27-03-2024,13:45:00,14:15:00,2:15 PM,on time,,false
b4e0035f-61df-4b19-b174,2024-03-31,12:03:41,Station,Contact less, Senior,STANDARD,Off-Peak,3.0,Manchester Piccadilly,Liverpool Lime Street,2024-03-31,13:30:00,14:00:00,14:00:00,On Time,,N
3a8494c5-6f09-4954-9666,19/01/2024,5:47 PM,Online,NULL, adult,Std,Advance,8.0,LONDON PADDINGTON,Reading,20-01-2024,16:15:00,17:15:00,None,on time,,-
bb89e680-be96-4e28-be02,09-04-2024,06:38:08,station,Credit Card,,Std,Anytime,151000.0,Liverpool Lime Street,London Euston  ,09/04/2024,08:00:00,10:15:00,10:27 AM,Delayed  ,Weather,no
20c117be-0ae3-4bb9-a20d,02/02/2024,16:09:12,Station  ,Credit Card,,Standard  ,Advance  ,13.0,London Paddington,READING,09/02/2024,2:30 PM,3:30 PM,15:30:00,On-Time,,No
1b522912-b5e1-4dfc-ae90,28-03-2024,10:22:38,Online,CONTACTLESS,,Standrd,ADVANCE,3.0,Manchester Piccadilly, Liverpool Lime Street,29-03-2024,08:45:00,09:15:00,None,On Time,,N
1fbbf904-b74b-45e9-9e59,2024-04-12,21:51:56,Online,Credit Crad,Adult,Standrd,Advance,8.0,London Paddington,Reading,13-04-2024,20:15:00,9:15 PM,21:15:00, On Time,,FALSE
ee522db0-2430-4434-8671,06-04-2024,14:50:45,Online,Credit Card,Adult,Standard,ADVANCE,2.0, Liverpool Lime Street, MANCHESTER PICCADILLY,2024-04-07,13:15:00,13:45:00,1:45 PM,On Time,,No
8c9dc9de-fee6-4395-a2be,12-03-2024,6:15 PM,ONLINE,Credit Card, Senior,STANDARD  , Anytime  ,31.0,London St Pancras  ,Leicester,2024-03-12,18:45:00,19:45:00,19:45:00, ON TIME,,0
65fd0825-c211-401d-a88a,10/04/2024,09:35:36,ONLINE,CONTACTLESS,,standard,Off-Peak,5.0,MANCHESTER PICCADILLY,Sheffield,04/10/2024,11:00:00,11:45 AM,11:45:00,On Time,,false
8DC866AD-7005-4986-B46A,2024-01-24,11:52 PM,Station,None,, Standard  ,Advance  ,35.0,London Kings Cross,York,25-01-2024,10:15 PM,00:05:00,00:05:00,On Time,,FALSE
dcec0523-62a7-4f63-a4c3,2024-01-26,07:41:34,online,Contact less,DISABLED, Standard,Anytime  ,n/a,London Kings Cross,EDINBURGH WAVERLEY,01/26/2024,16:00:00,20:20:00,20:20:00, On Time,NULL,FALSE
1f5f96cc-ad59-45a6-bb5a,"January 15, 2024",08:22:26,Online,credit card,, standard,ADVANCE,13.0, LONDON PADDINGTON  ,Reading,16/01/2024,7:45 AM,8:45 AM,08:45:00,On-Time,,0
05f7a669-6a67-421a-87ae,08/01/2024,16:18:26,station,Contactless,,Standard,Advance,35.0,London Kings Cross,York,01/09/2024,14:45:00,4:35 PM,16:35:00,On Time,,FALSE
48da17c4-9206-4e2e-8bfb,2024-01-08,03:32:06, Online  ,Credit Card,,1st Class,Advance,57.0,London Kings Cross, York,09-01-2024,02:00:00,3:50 AM,03:50:00,On Time,n/a,0
9d8a56d4-9865-4dbd-b0d3,27-04-2024,6:30 AM,Station,Credit Card,,First class ,Off-Peak,176.0,Liverpool Lime Street, LONDON EUSTON,27/04/2024,08:00:00,10:15:00,10:15:00,on time,,0
15e5e50f-b7bd-4262-a549,"April 28, 2024",14:41:07,ONLINE,N/A,,Standard,Advance,35.0,london kings cross, York,29-04-2024,13:00:00,14:50:00,14:50:00,OnTime,,N
772AD547-D64B-4EE4-8CA4,2024-04-18,06:36:33,STATION,CC,,Standard  ,Anytime,151.0,Liverpool Lime Street,London Euston,2024-04-18,08:00:00,10:15:00,10:45:00,delayed, Weather,FALSE
8f2d3d0c-8e11-4b02-9a67,2024/02/09,17:27:35,online,credit card,Disabled,Std,Advance,4.0,London Euston,BIRMINGHAM NEW STREET,2024-02-24,15:45:00,17:05:00,17:05:00,ON TIME,,false
1ba63cdb-3c5f-4568-8e36,2024-01-27,15:21:19,Station,,None,Std,Off-Peak  ,8.00 GBP,birmingham new street,Stafford,01/27/2024,5:45 PM,18:15:00,18:15:00,ON TIME,,No
BD0C86FB-5E88-46AA-AA92,2024-04-08,6:11 AM, Online,Creditcard,,Standrd,Anytime  ,18000.0, Reading,Swindon,08/04/2024,07:30:00,08:15:00,08:15:00,On Time,,false
ec9f9867-cd5e-42c3-82ca,2024-01-21,3:31 AM,Online  ,Credit Card,,First class ,ADVANCE,10.0, Liverpool Lime Street,Manchester Piccadilly,22-01-2024,02:00:00,2:30 AM,2:30 AM,On Time,,0
db9d55b7-5f7e-482e-a090,2024-03-18,03:00:11,Online, Contactless,Disabled  , STANDARD,Advance,2.0,liverpool lime street,Manchester Piccadilly,03/19/2024,01:30:00,02:00:00,02:00:00,On Time,,FALSE
